speed_hz[hz]	send_bytes[byte]	average_throughput[bps]	median_throughput[bps]	mode_throughput[bps]	max_throughput[bps]	min_throughput[bps]	fluctuation[bps]	error_rate	variance[bps^2]	standard deviation[bps]
2846000	256	2257669.1026860764	 2265278.109704641	2283342.528442318	2294320.136752137	1945184.463768116	36651.03406606056	0.0	1552110815.1098359	39396.83762828986
2847000	256	2179331.4435530184	 2220769.0258531542	2287599.0924101197	2299233.027837259	251476.5089290942	119901.58428424085	0.0	41770422440.753525	204378.13591662276
2848000	256	2266121.9382529776	 2276082.297827239	2281523.132005312	2304785.240676147	1734989.8186225004	38663.30242316937	0.0	1980450427.75588	44502.25194027691
2849000	256	2200749.9534346825	 2195229.8982877587	2200854.366384832	2412902.975280899	1887897.7125274725	212153.02184621664	0.0	4058960133.9790998	63709.96887441635
2850000	256	2267403.104478272	 2274274.448504104	-1	2314722.336836432	1981530.4710495963	47319.23235815996	0.0	1369633081.4384444	37008.55416573909
2851000	256	2060575.7205398441	 2120971.504197531	2114705.709502708	2400093.4875663593	228340.32249661075	339517.7670265152	0.0	86074202355.26575	293384.05266010243
2852000	256	2262724.93921156	 2271868.445384819	2283949.638925818	2313475.5162941017	2032158.6449018216	50750.57708254177	0.0	1378123320.3805602	37123.0833899955
2853000	256	2258055.4652177696	 2267670.166842661	2273672.470089995	2317220.0140275154	2024495.5437190668	59164.548809745815	0.0	1708870604.9530463	41338.48817933533
2854000	256	2258832.6120515005	 2267071.679070995	2277289.128313892	2306641.9419978517	2016416.5708920187	47809.32994635124	0.0	1184836767.6499522	34421.4579535782
2855000	256	2190523.658321661	 2199164.002048131	-1	2236379.742775319	1973336.68550425	45856.0844536582	0.0	1299074464.7801924	36042.67560517937
2856000	256	2187253.4697559197	 2248085.47291285	2274274.448504104	2505815.2252042005	255348.8285374554	318561.75544828083	0.0	54682392520.371	233842.66616759868
2857000	256	2236213.5696049	 2285164.828943868	2315346.251212938	2514617.8548009368	235366.46733888646	278404.28519603657	0.0	64932483097.59881	254818.5297375346
2858000	256	2218019.1385740107	 2265278.109704641	2273070.8102672664	2309743.1008335575	551379.0738815072	91723.96225954685	0.0	25121620558.706257	158498.01436833918
2859000	256	2185348.4441092727	 2194669.032192131	-1	2239878.641981747	490377.03899069474	54530.197872474324	0.0	7050281687.24891	83965.95552513476
2860000	256	2182298.730018597	 2182956.694282084	2191309.8448979594	2393406.1276121484	1647474.9888761027	211107.39759355132	0.0	5096900791.365293	71392.58218726433
2861000	256	2193544.5660455036	 2185733.992875318	-1	2412225.3838809323	1862922.2710908696	218680.81783542875	0.0	4007151991.1855655	63302.0694068177
2862000	256	2248127.397938035	 2256649.0845160224	-1	2299233.027837259	2005588.2773756713	51105.62989922427	0.0	1501500516.7718265	38749.20020815689
2863000	256	2184950.635918294	 2192988.1521572634	2199164.002048131	2302314.2835700884	1952701.6576494658	117363.64765179437	0.0	1970427124.2649488	44389.493399507825
2864000	256	2187467.831010583	 2199727.1682458385	-1	2240462.8565466874	1745212.229175132	52995.02553610457	0.0	2335424056.5828876	48326.225350040404
2865000	256	2184803.7193105114	 2192988.1521572634	2184066.76633613	2228258.0005188067	1958489.4190606475	43454.281208295375	0.0	1658237061.5272164	40721.457016261294
2866000	256	2192744.669921601	 2204242.902745702	2216757.314064516	2226525.2960082944	1897908.6593018118	33780.62608669326	0.0	1381930285.279713	37174.32292967436
2867000	256	2194165.4328526743	 2202547.3312820513	-1	2227680.132780083	1728009.3727620197	33514.699927408714	0.0	1388715605.7757657	37265.474715556295
2868000	256	2119475.3409126117	 2138395.4672641275	2143197.253493014	2154485.726611487	927338.2912663284	35010.38569887541	0.0	5519082127.244896	74290.52515122568
2869000	256	2118955.868248161	 2196914.217902813	2227680.132780083	2238711.126400834	277748.7176900443	119755.25815267302	0.0	92803751572.69672	304637.0817426807
2870000	256	2236503.176553491	 2268868.090861067	-1	2309743.1008335575	1055144.8952217172	73239.92428006651	0.0	17335900491.85716	131665.86684428566
2871000	256	2269787.3667656747	 2280311.810990178	2304167.0042918455	2313475.5162941017	465730.5677727174	43688.14952842705	0.0	4933751231.684626	70240.66650939913
2872000	256	2264158.8381094425	 2272469.468783069	2271868.445384819	2305403.8089103596	1988410.7851851853	41244.97080091713	0.0	1534888609.2847054	39177.654463797415
2873000	256	2253161.4414631356	 2252802.148439549	2256352.6640399266	2488393.5666280417	480421.39776286355	235232.12516490603	0.0	10571986693.081915	102820.16676256616
2874000	256	2192647.733583486	 2201418.3987698616	-1	2238711.126400834	1984735.3493530499	46063.392817347776	0.0	1702147269.3838603	41257.08750486225
