speed_hz[hz]	send_bytes[byte]	average_throughput[bps]	median_throughput[bps]	mode_throughput[bps]	max_throughput[bps]	min_throughput[bps]	fluctuation[bps]	error_rate	variance[bps^2]	standard deviation[bps]
51000	128	35417.223747726035	 35450.478696534985	35450.77130570436	36521.83074829932	21575.7028910155	1104.6070005732836	1.0	288817.6696940711	537.4175933983471
52000	128	36094.63346334481	 36107.33329970576	36102.17367841502	36175.15220632207	35440.53285803875	80.5187429772559	1.0	4119.610369483034	64.18419096228475
53000	128	36811.98859819212	 36793.085896875775	-1	37931.01973841086	33237.63578393438	1119.0311402187435	1.0	134080.35909623862	366.169850064473
54000	128	37408.678345309985	 37444.73521341581	37456.001255810304	37473.321723349676	34035.44861360953	64.64337803969102	1.0	51886.71499850983	227.7865557896467
55000	128	38027.0535845692	 38079.15822772665	38087.431459837186	38120.89871923456	27094.166641433258	93.84513466536009	1.0	175343.37386457445	418.74022241071424
56000	128	38728.43635931988	 38753.44945320677	38774.79119232262	38791.250867052026	37636.524759676475	62.81450773214601	1.0	9394.063707661462	96.92297822323384
57000	128	39373.4449401806	 39398.12865343923	39421.45292335934	39435.207286616715	38071.226053504	61.762346436116786	1.0	8217.628530623168	90.65113640006487
57600	128	39841.74282600279	 39910.30377680459	-1	40029.51951162682	33964.12424875055	187.77668562403414	1.0	139961.26619510067	374.1139748727661
58000	128	39992.278908665685	 40012.36522857063	40042.95486625831	40056.77282647218	39089.577210466436	64.49391780649603	1.0	5110.445415173954	71.48737941185111
59000	128	40706.41864488962	 40730.66626204385	40751.92181643942	40770.490255826095	35733.62477328319	64.07161093647301	1.0	30391.05374214147	174.3303006999686
60000	128	41381.07199447167	 41354.2268867107	41396.47713779011	42789.21340971357	33734.17188457249	1408.141415241902	1.0	265944.9635930643	515.6985200609599
61000	128	42078.52860219036	 42021.419796691094	-1	43494.661063120904	40643.942123342764	1416.1324609305448	1.0	131255.33676778403	362.2917840191577
62000	128	42622.81856921856	 42582.821949956604	42597.39252382794	44156.4692650128	38147.647138238535	1533.6506957942402	1.0	179886.70642012305	424.1305299316745
63000	128	43348.20962706068	 43315.69054510615	-1	44873.39542172955	20976.026568208013	1525.1857946688688	1.0	650574.9126734377	806.5822417295324
64000	128	43876.03639923486	 43934.68868021032	43981.47844430336	44001.75492014056	39824.63393511178	125.7185209057061	1.0	98944.99597592297	314.55523517487825
65000	128	44528.21683710775	 44565.85364353901	44598.47871821231	44621.18245475513	40508.241259301874	92.96561764737999	1.0	30631.314634842907	175.01804088391262
66000	128	45155.19924048239	 45210.182063157896	45239.70692451916	45256.391220509366	33312.13824448736	101.19198002697522	1.0	194703.62641907152	441.2523387122968
67000	128	45818.345152066766	 45851.37737863035	45840.366469571156	45912.89094135506	44684.31819222206	94.54578928829142	1.0	10518.359831118223	102.5590553345643
68000	128	46551.57017981244	 46481.32395402697	46485.851698721766	48309.625960294696	44865.89535041628	1758.0557804822529	1.0	212368.12509871062	460.8341622522256
69000	128	47061.233602889755	 47092.39055732816	47094.972433606	47169.97019318419	42543.80505973018	108.73659029443661	1.0	44186.55392994218	210.2059797673277
